time,Position_x,Position_y,Position_z
104.717,-329.77840,0.05755,-17.61918
104.810,-329.77840,0.05755,-17.61918
104.902,-329.77840,0.05755,-17.61918
105.014,-329.77840,0.05755,-17.61918
105.107,-329.77840,0.05755,-17.61918
105.202,-329.77840,0.05755,-17.61918
105.315,-329.77840,0.05755,-17.61918
105.410,-329.77840,0.05755,-17.61918
105.503,-329.77840,0.05755,-17.61918
105.614,-329.77840,0.05755,-17.61918
105.708,-329.77840,0.05755,-17.61918
105.800,-329.77840,0.05755,-17.61918
105.911,-329.77840,0.05755,-17.61918
106.002,-329.77840,0.05755,-17.61918
106.112,-329.77840,0.05755,-17.61918
106.203,-329.77840,0.05755,-17.61918
106.316,-329.77840,0.05755,-17.61918
106.407,-329.77840,0.05755,-17.61918
106.520,-329.77840,0.05755,-17.61918
106.611,-329.77840,0.05755,-17.61918
